pagina,link_viejo,destino_nuevo,texto
"/fr/itineraries/10-days-in-israel","/golan","/fr/galilee","Golan"
"/fr/itineraries/10-days-in-israel","/golan/mount-bental","/fr/galilee","Mont Bental"
"/fr/itineraries/10-days-in-israel","/golan/banias","/fr/galilee","Chutes de Banias"
"/fr/itineraries/10-days-in-israel","/golan/druze-villages","/fr/galilee","Villages druzes"
"/fr/itineraries/10-days-in-israel","/jerusalem/old-city","/fr/jerusalem","Vieille Ville"
"/fr/itineraries/10-days-in-israel","/jerusalem/western-wall","/fr/jerusalem","Mur des Lamentations"
"/fr/itineraries/10-days-in-israel","/jerusalem/holy-sepulchre","/fr/jerusalem","Saint-Sépulcre"
"/fr/itineraries/10-days-in-israel","/jerusalem/mahane-yehuda","/fr/jerusalem","Mahane Yehuda"
"/fr/itineraries/10-days-in-israel","/jerusalem/mount-of-olives","/fr/jerusalem","Mont des Oliviers"
"/fr/itineraries/10-days-in-israel","/jerusalem/city-of-david","/fr/jerusalem","Cité de David"
"/fr/itineraries/10-days-in-israel","/jerusalem/yad-vashem","/fr/jerusalem","Yad Vashem"
"/fr/itineraries/10-days-in-israel","/dead-sea/ein-gedi","/fr/dead-sea","Ein Gedi"
"/fr/itineraries/10-days-in-israel","/eilat/coral-beach","/fr/eilat","Coral Beach"
"/fr/itineraries/7-days-in-israel","/itineraries/3-days-in-jerusalem","/fr/jerusalem","3 jours à Jérusalem"
"/fr/itineraries/7-days-in-israel","/itineraries/5-days-in-israel","(sin link)","5 jours"
"/fr/itineraries/7-days-in-israel","/jerusalem/old-city","/fr/jerusalem","Vieille Ville"
"/fr/itineraries/7-days-in-israel","/jerusalem/western-wall","/fr/jerusalem","Mur des Lamentations"
"/fr/itineraries/7-days-in-israel","/jerusalem/holy-sepulchre","/fr/jerusalem","Église du Saint-Sépulcre"
"/fr/itineraries/7-days-in-israel","/jerusalem/mahane-yehuda","/fr/jerusalem","marché Mahane Yehuda"
"/fr/itineraries/7-days-in-israel","/jerusalem/mount-of-olives","/fr/jerusalem","Mont des Oliviers"
"/fr/itineraries/7-days-in-israel","/jerusalem/city-of-david","/fr/jerusalem","Cité de David"
"/fr/itineraries/7-days-in-israel","/jerusalem/yad-vashem","/fr/jerusalem","Yad Vashem"
"/fr/itineraries/7-days-in-israel","/dead-sea/masada","/fr/dead-sea","Massada"
"/fr/itineraries/7-days-in-israel","/dead-sea/ein-gedi","/fr/dead-sea","Ein Gedi"
"/fr/itineraries/7-days-in-israel","/tel-aviv/old-jaffa","/fr/tel-aviv","Jaffa"
"/fr/itineraries/7-days-in-israel","/tel-aviv/tayelet","/fr/tel-aviv","tayelet"
"/fr/itineraries/7-days-in-israel","/tel-aviv/neve-tzedek","/fr/tel-aviv","Neve Tzedek"
"/fr/itineraries/7-days-in-israel","/tel-aviv/florentin","/fr/tel-aviv","Florentin"
"/fr/itineraries/7-days-in-israel","/tel-aviv/rothschild","/fr/tel-aviv","Ville Blanche"
"/fr/itineraries/7-days-in-israel","/tel-aviv/carmel-market","/fr/tel-aviv","marché Carmel"
"/fr/itineraries/7-days-in-israel","/tel-aviv/tel-aviv-museum","/fr/tel-aviv","Musée d'Art de Tel Aviv"
"/fr/itineraries/7-days-in-israel","/galilee/capernaum","/fr/galilee","Capharnaüm"
"/fr/itineraries/7-days-in-israel","/galilee/mount-of-beatitudes","/fr/galilee","Mont des Béatitudes"
"/fr/itineraries/7-days-in-israel","/galilee/yardenit","/fr/galilee","Yardenit"
"/fr/itineraries/7-days-in-israel","/galilee/tiberias","/fr/galilee","Tibériade"
"/fr/itineraries/7-days-in-israel","/nazareth","/fr/galilee","Nazareth"
"/fr/itineraries/7-days-in-israel","/nazareth/basilica-of-the-annunciation","/fr/galilee","Basilique de l'Annonciation"
"/fr/itineraries/7-days-in-israel","/caesarea","/fr/haifa","Césarée"
"/fr/itineraries/7-days-in-israel","/haifa/bahai-gardens","/fr/haifa","Jardins Bahá'ís"
"/fr/itineraries/7-days-in-israel","/haifa/german-colony","/fr/haifa","Quartier Allemand"
"/fr/itineraries/7-days-in-israel","/akko","/fr/haifa","Akko"
"/fr/itineraries/7-days-in-israel","/israel-5-vs-7-vs-10-days","(sin link)","guide 5 vs 7 vs 10 jours"
"/fr/itineraries/7-days-in-israel","/israel-cost-budget","(sin link)","guide complet des coûts"
"/contact","/shabbat-guide","(sin link)","Shabbat"
"/dead-sea","/dead-sea/masada","(sin link)","Masada page"
"/eilat","/eilat-tours-compared","/jerusalem-tours-compared","Eilat tours compared guide"
"/eilat","/eilat-travel-guide","(sin link)","Eilat travel guide"
"/galilee","/safed-tzfat-guide","/is-israel-safe","Safed travel guide"
"/galilee","/sea-of-galilee-guide","(sin link)","Sea of Galilee complete guide"
"/galilee","/sea-of-galilee-boat-tour","/jerusalem-tours-compared","Sea of Galilee boat tours guide"
"/galilee","/3-days-in-galilee","/itineraries/7-days-in-israel","3 days in Galilee itinerary"
"/jerusalem","/jerusalem-neighborhoods-guide","(sin link)","Jerusalem neighborhoods guide"
"/jerusalem","/temple-mount-visitor-guide","(sin link)","Temple Mount / Haram al-Sharif visitor guide"
"/negev","/israel-yoga-retreats","(sin link)","Israel yoga & meditation retreats guide"
"/negev","/negev-incense-route","(sin link)","Incense Route — Desert Cities of the Negev"
"/negev","/negev-incense-route","(sin link)","Negev Incense Route complete guide"
"/negev","/mitzpe-ramon-guide","(sin link)","Mitzpe Ramon"
"/negev","/beer-sheva-guide","(sin link)","Beer-Sheva"
"/negev","/tel-arad-guide","(sin link)","Tel Arad National Park"
